id,texte,sentiment
9362,is sooo stressed about everything I have to do,0
9363,I gave him your kiss. Being a flirt of course he liked them,1
9364,Hav fun at heav y Metal happy hour you guys! In the future  accadentally sets it on fire while smoking with,0
9365,"Good morning  I don`t think it has stopped raining once for the past three days or so, but who cares?",1
9366,weird. I tot it will usually rain east coast first. And east coast usually gets more rain.,0
9367,hehe...nice try,1
9368,i know... I don`t want to be left in our home by myself during the weekend...,0
9369,liz just left  aww it was so good to see her.,1
9370,um... so I don`t think my text msgs have a 'subject line' ... I fail,0
9371,"i`m gonna eat some chips??!! anybody, want some??? hahaha!",1
9372,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",0
9373,"Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",0
9374,that was awesome!!,1
9375,"_007 Don`t worry, they`ll get bored of it! Just hang in there and don`t give in!",0
9376,absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,0
9377,had a very good day and is now going to get into bed!,1
9378,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,0
9379,"still playing wii fit LOL fun fun fun,, movies tonight ill upload photos i took today right now check next tweet",1
9380,Thanks for the interview mama!  Enjoy your night,1
9381,thx! Hoping it`s a good week.,1
9382,Joey`s getting a new lizard... This should be fun  x,1
9383,I`m sorry. This is all so sad.,0
9384,Woo! Twitter kind of sucked without you.,0
9385,_aguirre  not going anywhere & when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,1
9386,nope  don`t think I will. Thnx for asking lol I will be fine,1
9387,"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",1
9388,Time is going slow,0
9389,Lunch isn`t until 1:00 but I`m already so hungry.,0
9390,HAPPY MOTHERS DAY MOMMY!!!!,1
9391,Have a nice day  ? http://blip.fm/~5z6y6,1
9392,"I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS",0
9393,"Good morning, sunshine! I`mm gonna start my day wth some movies.",1
9394,ugh ****! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,0
9395,"Do you know what? I have a good little life, and I love it.",1
9396,Great job!,1
9397,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age",1
9398,"my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up (",0
9399,wow. someone`s proud of me.,1
9400,"I`m at Cobra, Mexican bird flu hub/**** bar, and hate when they play the 80`s mix. Oh ****, FREEZE FRAME",0
9401,"such lovely weather, i wanna go out!",1
9402,He still doesn`t love me... I won`t ask again,0
9403,Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,0
9404,"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",0
9405,uhh I wish someone would include me in their follow friday - would be great to get more followers,1
9406,is wishing all of the mother`s out there a very Happy Mother`s Day!! Love ya!,1
9407,Thank you so much  Me neitherrrr!,1
9408,gdgd well i better go and get ready for work :| haha have fun tonight  x x,1
9409,"Happy Mother`s Day to all the Mom`s out there, but especially to my wonderfuly Mommy",1
9410,"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too",0
9411,I apparently have crappy typing skills...lol sorry,0
9412,Tired. Going to take a nap. My finger hurts.  143,0
9413,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie",1
9414,"lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either.",0
9415,Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.,0
9416,Just broke my favorite necklace  superglue?,0
9417,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!",1
9418,omg himym! one of the best shows on earth,1
9419,Oh wow  Thanks for the info.,1
9420,happy mothers day to all   im off to spend the day with my family,1
9421,one day my hugs will come    *fingers still crossed*,1
9422,is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,0
9423,Studying for my exams....boring,0
9424,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!).",1
9425,Go to Campos on Missendon Road in Newtown. Ask for Ben. And discover how great coffee can be,1
9426,"I really fancy Baked Eggs, but I have no Spinach",1
9427,_reznor Trent don`t get mad at me but I keep thinking you`re pretending to be engaged for some reason,0
9428,"I have a headache, and it`s not going away.",0
9429,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it`s a fake",0
9430,Fog horn of DOOM! A great way to start the morning... living next to the harbour is really great,1
9431,"yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",0
9432,Watchin tyra bored like always  my stomach hurts,0
9433,leaving now  dont miss me too much tweetbeaks <3,0
9434,"Bears, beets, and... ****, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...",0
9435,"Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D",1
9436,can`t stop playing Fallout 3!  This game is addictive like crack!!  It`s bad when you dream that your repairing guns in your sleep,0
9437,I miss Vermont,0
9438,i love that song,1
9439,Makeup + cute dress = I`m ready to go,1
9440,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,1
9441,thinks Aaron is pretty darn awesome,1
9442,Breaking the daily build broke my daily plan as well,0
9443,Awww I HATE that one!!,0
9444,haha..i wont  well il try not..lol... night chick..xxxxx,1
9445,"Last one month due to summer, strawberry is not availble in the Chennai markets!",0
9446,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she`s all i ever needed in this life.,0
9447,i am! lol its just i got used 2 talkin 2 ya..!,1
9448,it`s a dreary monday morning and I slept like ****...give me a break...,0
9449,live long and prosper  #fb,1
9450,Ahhh mothers day  My first one YAY!!!,1
9451,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,0
9452,ugh... my back is killing me.,0
9453,Suspect tax-man is at fault....,0
9454,_Kill_Boy I know the feeling,0
9455,Aww nice,1
9456,still here unfortunately!!!!,0
9457,man i still haven`t seen that movie...too bad i`m at work,0
9458,<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,1
9459,Just got to the hospital. Jimmys really bad....please please send your good thoughts. I`m really worried.,0
9460,Wow - that`s one deep sleep!  Wish I could sleep like that -one little noise and I`m awake,1
9461,ans so the lion.......kicked the dogs ****!!!!,0
9462,ooo thanks for the danger radio link  loves it...how did the test go?,1
9463,Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,0
9464,#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,0
9465,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,0
9466,sorry about your sadness   nitenite love,1
9467,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,0
9468,"Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",1
9469,_DESIGN allright! Looking forward to it..,1
9470,"Stuck in an office, red hot",0
9471,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",0
9472,'It`s not **** if you scream surprise first.' - my customer just said to me. Haha.  (via )LMAO,1
9473,"Aw ****! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?",0
9474,"-  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",1
9475,Off to Nanaimo 2day... missing my son already and i havent even left yet,0
9476,LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,1
9477,whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,1
9478,turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,1
9479,New Project is going incredibly well! and I`m not tired today  I think we should get all Monday`s off. Permanently.,1
9480,"Who out there loves the soup. I do, I do.",1
9481,nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you,0
9482,Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!,1
9483,http://bit.ly/sJDLp  - Great Song! Cobra Starship Feat. Leighton Meester,1
9484,"Thanks for the R, but, sorry, the LOTR was spam.",0
9485,I don`t think I am going to get to see any of the sun today  gutted I NEED COLOUR!,0
9486,besides I haven`t had strep for like 10 years because of that reason. I`m more tired than anything else,0
9487,Many thanks!,1
9488,the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,0
9489,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",0
9490,@_Bella_Cullen13 posted and its good,1
9491,I`m afraid not much  I just realized the true difficulty of this design. I may cry soon. #idmfinal,0
9492,Its times like these that I miss Manila. I`m not feeling up to myself lately,0
9493,yup it gets better again after S4,1
9494,I`m not ditchin i`m barfin so sorry guys  ESOTSM;,0
9495,hopefully it don`t go that far  sometimes I feel like renouncing my roots,1
9496,So hyped about E3. I wish I could go...,1
9497,is very hungover,0
9498,suffering benadryl hangover this morning and a killer headache.... ugh!,0
9499,"Speaking of fish, our company fish just died  RIP Julio",0
9500,Thanks.,1
9501,watching M eat a hotdog...gross.. he`s so drunk and annoying.. trying really hard not to glre @ him,0
9502,"Dear Daniel, good news from Nintendo! They want you as a potential Lotchecktester! Hoffentlich wirds was mit der Stelle",1
9503,"Celebrated 18,000 plays on Last.fm with Dez Moines by #tdwp http://bit.ly/GWUHX",1
9504,"hmm...ok, well I hope you feel better soon babe  Ima go to bed, I have a long day tomorrow",1
9505,poor pooch...,0
9506,Getting ready for school...hope today is a happy and awesome day,1
9507,I love my hair blowin in the wind,1
9508,listening to the new demo! This song is going to be fantastic once its done!,1
9509,oh that sucks  Tell your DH to act like a grown up maybe? I`d be stressed too,0
9510,**** right!,1
9511,"Haha ya, my friend and I are totally having a kick off party for the occasion!!",1
9512,_22 ok so I`m having a complete insomniac moment. It`s 6am(almost) and I`m STILL awake. I hate when I can`t stop thinking!  mornin!,1
9513,"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping",0
9514,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",1
9515,awhhh It was so nice to see you.,1
9516,Happy Mother`s Day to all the mothers out there! Do have a good and enjoyable day,1
9517,=o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,0
9518,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,0
9519,glad you liked the quote (Integrity...) - it was in one of my more productive moments,1
9520,ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,0
9521,i just woke up and remembered theres no school!!! life is good  xxxxxx,1
9522,"Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",0
9523,I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,1
9524,Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,1
9525,please wear glasses in your next video!  you look amazing in them.,1
9526,"aww, anyone see hollie steel on BGT tonight? wharra shame",0
9527,I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,1
9528,And now im all hungry and thirsty. and too afraid to go downstairs...,0
9529,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,0
9530,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,0
9531,Oops! I got taken ...,0
9532,I am also very tired,0
9533,Goodmorning World,1
9534,"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",0
9535,goodnight all in the twitterverse,1
9536,pulled from interesting meeting to an urgent support request,1
9537,_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,0
9538,"I know, twitter is depressing me tonight",0
9539,oh! i think i didnt do well on my photo editing for Db!  sorry :|,0
9540,you are a good child.,1
9541,"Starting a new diet today. I don`t want to get fat. Besides, its almost bathing suit season! *lol*",0
9542,headache  wanna see my Julie,0
9543,"it`s `s birthday today, wish her a good one assholes! Sleepytime",0
9544,Eminem 3AM ... Freaking Awsome!!! ... Im Going Back Too... Seams Like Something big is inside me... and no...is not a Alien,1
9545,and it never arrived. have to wait until Monday now,0
9546,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,1
9547,Glad to see  and more Red Bull Air Racers here keeping us in the loop,1
9548,Hope you`ve reviewed them on my site  http://snipr.com/hble5,1
9549,Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,0
9550,****. I always forget you are on here,0
9551,Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,0
9552,Still awake can`t fall asleep I`m not one bit sleepy,0
9553,"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it",1
9554,morning!!!! happy #juddday,1
9555,Sad. I don`t know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing,0
9556,Suffering from  Hemorrhoids.,0
9557,Happy Mother`s Day! She liked the poem.,1
9558,ehhehehe thanks,1
9559,"Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",1
9560,that`s depressing,0
9561,my heart just broke a little ... and by a little i mean a lot,0
9562,"Yup, 1987 lol. SWEET YEAR  haha",1
9563,had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,1
9564,I really want a milkshake. I have no money.,0
9565,I wanted to see it until I saw that it was PG 13. That totally bummed me out.,0
9566,Get into me not going. lol at least I didnt get my hopes up,0
9567,photo session + mother-daughters bonding session = happy me,1
9568,Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,1
9569,"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",0
9570,http://bit.ly/5pBLz  for McCoy`s initial rant.,0
9571,Really tired JAKe always gives me more work,0
9572,I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,0
9573,Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,1
9574,"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",1
9575,My condolences.,1
9576,I`m excited for the things for Jay`s room to arrive,1
9577,Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,0
9578,wishing I got fij,1
9579,yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,1
9580,me too dawg  thanks so much!,1
9581,Oh how i love my family.,1
9582,what am i gonna watch after BGT  bad times,0
9583,is a no show for lunch. Eating solo at noodles,0
9584,Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?,0
9585,*sad face* project-m keeps crashing my itunes,0
9586,i can`t wait. 2 more days till happiness.,1
9587,"ohhhh, how sad...I didnÃ¯Â¿Â½t get it!",0
9588,"hey!, which song was that? I would like to listen to it",1
9589,... lunch is no fun when you have nothing to eat.,0
9590,loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,1
9591,"hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me",0
9592,A little irked at the moment,0
9593,Awww that poor little girl on BGT,0
9594,im joining twitter  lol,1
9595,happy mother`s day! I love you mama,1
9596,http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,0
9597,"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.",1
9598,I want to wish HAPPY MOTHER`S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM`S DAY TO YOU TWO!,1
9599,that was reallly good,1
9600,I truly praise God for my mom-the greatest mother in the world  Happy mother`s day to all of the mothers reading this. Enjoy your day!,1
9601,im glad  i dont have to go out...,1
9602,I forgot to charge my cell last night and now it`s dead,0
9603,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,0
9604,"I`m hearing lots of good things about the new Trek movie. I`ll see if my Dad, 'a fellow Treky', would like to see it",1
9605,lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!,1
9606,I wish I could...but I`m @ work when she`s on...,1
9607,"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8",1
9608,As predicted i feel lyk ****  gahh i hate bein ill!! At wrk tweet lata ****,0
9609,Content content content .... gah! Story of my life right now - thx for reminding me. That`s what I should be doing v. Tweeting,1
9610,I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,0
9611,happy mother`s day to all your mom`s,1
9612,"ah! A clean house...finally, so nice",1
9613,Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected,0
9614,I know  I think I`m like dieing!,0
9615,com`on dude always think that things can get worst,0
9616,I WANT A GARDEN  sitting inside when it`s sunny sucks.,0
9617,thanx for the msg! glad u liked my singing!,1
9618,is the luckiest girl in the world <3,1
9619,ur funny  gnight,1
9620,maybe a good night`s sleep for everyone?,1
9621,Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,1
9622,when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,1
9623,Hella wow .  no doubt .,1
9624,u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,0
9625,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",0
9626,from seeing all my koreans buisnesses failing.,0
9627,had a great day...and now I`m off to bed. tomorrow I`m back in sd,1
9628,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,1
9629,what about me  I miss you too!,0
9630,Was talking to Vincent  Miss him so baadly.,0
9631,Field day is sad. No ribbons for me.,0
9632,OK. Happy to hear that you are feeling fine,1
9633,31 degree centigrade is much hotter than 30 degree centigrade,0
9634,"BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",1
9635,About to hit the hay. (who came up with that?) goodnight world and all those who inhabit it,1
9636,Happy nurses week! It`s our first one as rn`s,1
9637,Still hating the whole Twitter replies thing. I feel like I`m missing bits.  #fixreplies,0
9638,"I know! they were running out though, Soph had to get a massive one...",1
9639,made breakfast today......Happy mother`s day ..,1
9640,NICE! Got any that are indexed that you want to unload?  I need a few.,1
9641,I still have a lot of time on my stupid contract...  18 months before I can change providers,0
9642,Was woken up by my screamin lil nefuew,0
9643,"trying to learn for my oral exam, but I`m too distracted",0
9644,listening to jubey snoring on the phone  hehe goodnight,1
9645,Forced to eat red hotdogs coz I`m starving and there`s nothing else for breakfast. Ick.,0
9646,"_hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.",1
9647,Working.  I can`t wait till 4:30. Funeral on monday.,0
9648,i REALLY miss my photofiltre and photoscape  GIMP is too **** confusing,0
9649,Liam peed in the potty!!,0
9650,why canceled your performance on Letterman? i`m So sad because it is less an option for you.,0
9651,Just saw a fox!  as i was getting on the freeway... I hope it goes home,1
9652,WHAT! That`s a sin!,0
9653,YES. i am thinking of staying in the office until it`s slightly less RIDICULOUSLY HOT,0
9654,Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!,1
9655,ur welcome...anytime,1
9656,Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!,0
9657,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,0
9658,I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,0
9659,It`s gonna suck being the only sober one tonight,0
9660,"ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",1
9661,"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",1
9662,Hellooooooo... Whats the scene people !!!,0
9663,Is still stuck in the office working!,0
9664,"yeah, i`m so excited.",1
9665,kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday **** happy mayday btw ****,1
9666,I hope amy is okai,1
9667,hey Dasit thanks for the message,1
9668,i just successfully defeated the swine flue with the power of positive thinking!  #Swineflu #H1N1 #Swine Flu,1
9669,"http://twitpic.com/67jq9 - i`m really missing this place  my grandparents are living there, on the calm country! but im coming to them ...",0
9670,http://twitpic.com/6814w - So glad Sam is in a good mood,1
9671,"greek season two, i love this show.",1
9672,ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,0
9673,"#bigfanfriday 2day, & i go & friggin loose 1, life sucks!!",0
9674,ughhh studying for finals i wish i could go to prom,1
9675,er yea am i doubly awesome now?,1
9676,"thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",0
9677,I would but you`re too far away,0
9678,"yay for nice weather, boo for cici not being here this weekend",0
9679,_E Aw. well im sorry you don`t like July for those reasons,0
9680,Such a beautiful day. I just wish I had the energy to enjoy it.,1
9681,I don`t seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking,0
9682,Oh no it`s storming... gotta get off the computer.,0
9683,"plan may changes , nooooooo",0
9684,d`aaaaawhh you`re so cute,1
9685,just starting my day...a long Friday,0
9686,"loves summer! and don`t forget people, tomorrow is mother`s day!",1
9687,thank you for reading Ohlala,1
9688,"lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",0
9689,You can`t take this feeling away from me<3. going to lay down & watch a movie.,1
9690,"On another note, geoDefense Easy down. Onwards to the medium maps, where a whole other world of pain awaits my exploration!",0
9691,Welcome to my network buddies,1
9692,gutted your out off hollyoaks  ****,0
9693,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,1
9694,LOL!  Too true,1
9695,bahaha i loook like kung fu panda when i wake up in the morning.,1
9696,"Gee I`m totally hatin` this , like for real ! I mean like, duh ! I`ve studied enough, and all that I need is refreshing tonite ! Hard ?",0
9697,Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,0
9698,"b/c 'we' ONLY have Baby Phat, Phat Farm, Applebottoms & FUBU!! And they come up pretty WEAK!! Double",0
9699,"Happy mother`s day!!! oh, I love my mom.. hehehe... happy mom`s day!!",1
9700,Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,0
9701,start again... so now theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,0
9702,"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up",0
9703,You`re welcome Tila!! I love you!! Wish I could have heard it,1
9704,man i missed it!! Ive been waitn all day 4 u 2 giv the tix away & then whn im rappn up @ wrk u gav my tix away! Im sad!,0
9705,"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside",0
9706,"My youth group was there! I would have liked 2 go, but I couldn`t afford it, & I had a drama performance/party...  Luv ya tho!",1
9707,it`s the best day ever. it`s my birthday,1
9708,I might give it another go.,1
9709,had such a fun time with allegra tonite!!! we saw 17again!! good movie,1
9710,"your saaaaafe with mee(8) **** epic times again last night  old friends and new friendships, good way to kick off this month!",1
9711,monday at the school  gosshhh what I`ve been waiting for,1
9712,"I know, lame.",0
9713,_hansen Darn - I just realised 'pull the other one' would have been a *far* better response to your name suggestion,1
9714,Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,0
9715,Is on break...I`m so tired,0
9716,I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!,0
9717,Ooh really?!! Well you know you`re always welcome!!,1
9718,Just watched Camp Rock  Eating raspberry ripple icecream. Awesome,1
9719,Younger then mine. So no problems here.,1
9720,thanks for coming in tonight  it made me so happy,1
9721,"had SUCH and AMAZING time last night, McFly were INCREDIBLE",1
9722,Wearing 'purple with a passion' by OPI and I absolutely love it!!,1
9723,it looks like you have a lot of fun with lady gaga,1
9724,I **** love Alexander William Gaskarth,1
9725,Happy mothers day to you beautiful!,1
9726,I cried...,0
9727,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,0
9728,_nyc hey sweetie. Cnt go fri  but thnks so much,1
9729,_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,1
9730,Join the biggest and bestest group on facebook  http://bit.ly/cDrbt,1
9731,My head`s THUMPING.,0
9732,"whole foods, barton springs, yogurt spot & the oasis = perfect day in austin.",1
9733,Happy mother`s day to your moms.,1
9734,_navarro I wish this area offered chinese food delivery,1
9735,Doing dishes...i miss my kitchen team,0
9736,I missed  giving away a TTC code,0
9737,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,1
9738,"Hey Steve.   I think you are such an awesome actor. I love every movie you are in, and I love The Office.",1
9739,genevaaa! my picture isnt showing up  i dont think im doing it right,0
9740,oh thank you thank you! Was hoping the video will be online,1
9741,"thankies  no pictures in yet...but soon!! M`off to wash up love, have a good satdee ****",1
9742,oi  i love you,1
9743,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend,1
9744,"feelin` somewhat down; ugh, i don`t want to have an exam! oh well... 5 days baby!",0
9745,"Happy Birthday  I didn`t get you anything, but you have my best wishes.",1
9746,"New pollster data on party identification in the United States : Democratic (36.7%), Independent (33.5%), Republican (26.4%). OUCH.",0
9747,I don`t wanna work!,0
9748,"Ah, sorry to hear your trip was canceled",0
9749,Ugh boring friday,0
9750,off to bed I go..have a great Mom`s Day all you moms!,1
9751,still at home goodness,1
9752,Looking for the  in Coal Harbour. Can`t find it!,0
9753,I know we need it but I`m not a fan of daily rain/humidity & I`m a native. I`ll enjoy dry while it lasts.,1
9754,The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,1
9755,is sad that Piggy died,0
9756,Haha I should. But I won`t. lol Then I might miss something.,1
9757,About to have lunch with _Deakin meeting with the Prof didnt go too badly,1
9758,Happy Mother`s Day hahaha,1
9759,gosh it`s anoher cloudy day  wish they would go away.. or rain..,0
9760,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,0
9761,"33 minutes left before my flannel hobbit shoes get wet  RAIN, PLS GO AWAY!",0
9762,Soon my new job starts  I`m so happy!,1
9763,ONE OF THE WORST DAYS OF MY LIFE.,0
9764,definitely dont be offended. im messing around with various twitter apps and strange things keep happening.,0
9765,thought Yes Man was good  had a blast with old friends tonight and heard some great music,1
9766,"Sounds lovely, hope you have a great day",1
9767,I miss standing next to you...,0
9768,I had to unhook twitter from Facebook because all my Facebook cronies were complaining.,0
9769,its fun though,1
9770,im so stressed out.  will anything get any better *sigh*,0
9771,no I was too slow  I hate getting the trailhead then not getting in.,0
9772,Yikes. That poor girl on BGT. That was quite hard to watch,0
9773,lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!,1
9774,My blackberry is soon approaching her death,0
9775,"brother`s back!! && i found this really small dead bird on my deck  so sad, i basically cried.",0
9776,wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.,0
9777,Woke up late & trying to get **** done before work,0
9778,Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,0
9779,But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,0
9780,I hate being sick.  Make me soup?,0
9781,Cool!!! No wonder you didn`t sleep much,1
9782,"I took my yearbook photo earlier at school, and I don`t think that it will turn out great",0
9783,"Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  ****",1
9784,Someone keyed my car.,0
9785,Sorting out Twitter issues....very frustrated that you can`t talk to someone and they respond slowly to issues - capacity the challenges,0
9786,Hey u forgot me!,0
9787,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth,1
9788,It`s gloomy as hell outside today.,0
